person_age,person_income,loan_amnt,loan_int_rate
25,95000,8000,15.23
25,95000,8000,10.99
25,95000,8000,13.8
25,95000,8000,10.36
22,62000,3000,8.7
22,95004,8000,12.61
26,84000,8000,12.61
25,56004,8000,11.71
25,84000,8000,16.45
26,96500,8000,13.61
24,56004,6000,10.0
24,97000,8000,15.31
26,62004,4000,9.99
26,99996,8000,16.32
21,99996,8000,7.14
23,56004,15000,11.26
23,62004,9600,10.95
26,100000,8000,6.54
25,62004,15000,13.47
22,62004,3600,7.37
23,62004,10000,9.07
23,89000,8000,14.74
26,62100,9600,11.71
24,105000,8000,7.51
26,62100,1600,12.61
24,62100,6000,12.53
26,81600,8000,16.29
24,108000,8000,9.88
26,62200,18000,16.63
24,110000,8000,5.99
25,115000,8000,11.71
22,56208,12000,16.29
24,116664,8000,16.49
22,108000,8000,16.29
25,108000,8000,16.77
21,62316,10000,7.66
23,62352,29800,10.65
26,62361,21650,12.69
23,120000,8000,14.61
25,123000,8000,12.53
26,125000,8000,9.63
23,126000,8000,13.23
23,62400,7200,8.9
24,62400,4000,8.9
23,130000,8000,11.99
23,62400,7000,13.06
22,56400,8400,14.91
22,56400,25000,16.4
24,131400,8000,15.99
24,62400,9500,6.54
22,62400,2400,14.46
22,62400,12600,13.85
25,62400,12500,14.96
25,62400,2000,10.99
26,183700,8000,15.62
22,30000,8050,12.69
22,48000,8050,10.0
21,50000,8075,6.17
22,54000,8075,13.06
23,78000,8100,7.29
21,25000,8125,7.9
25,62496,8000,7.51
23,30000,8125,12.68
21,62496,5000,12.53
21,62500,13200,7.9
23,62500,23525,7.9
26,56000,8150,12.87
24,60500,8150,17.27
26,62500,8000,11.49
22,62500,10000,5.99
25,34000,8200,12.21
24,62500,6000,5.79
26,40000,8200,6.62
24,40944,8200,11.36
23,55000,8200,13.11
24,62500,16000,10.38
22,150000,8200,6.99
21,25200,8250,7.49
23,30000,8250,7.51
23,62500,9600,13.22
24,62500,6500,13.22
25,62500,15000,6.0
23,62500,4000,7.43
23,62510,12000,10.74
25,70000,8250,13.61
24,62677,6000,10.2
23,26000,8300,9.99
25,30000,8300,8.9
22,45020,8300,10.99
21,50000,8300,8.9
24,83000,8300,7.88
22,62892,9600,11.03
21,62916,15000,11.49
22,56920,10000,14.59
24,56972,15000,16.4
25,63000,14000,12.42
26,31200,8325,13.49
26,77100,8350,6.99
21,30000,8400,6.03
23,63000,20000,7.9
24,63000,6000,9.91
24,31200,8400,13.23
21,32000,8400,16.77
25,63000,20000,8.49
22,32000,8400,11.49
24,63000,20000,11.49
23,63000,10000,10.59
23,63000,7300,7.49
21,63000,10000,10.59
25,63000,20000,9.99
24,35000,8400,12.87
23,63000,9700,5.99
21,63000,11200,10.99
26,35960,8400,11.49
25,36000,8400,18.64
22,63000,10800,5.99
24,36100,8400,11.26
23,63000,6800,7.66
22,41000,8400,8.94
22,63000,8400,7.29
22,63000,12000,7.66
26,63000,10000,6.91
26,35500,8400,17.27
22,63000,4500,5.42
22,42000,8400,14.35
26,63000,10000,9.25
22,63000,3700,5.42
25,63000,25000,11.49
24,63000,6300,11.49
24,45000,8400,7.9
23,39000,8400,13.79
26,47000,8400,11.83
22,63000,8400,12.73
26,48000,8400,11.12
26,50000,8400,14.72
22,63000,8950,10.99
25,50000,8400,13.22
26,44000,8400,14.5
26,51300,8400,11.99
22,51420,8400,11.97
26,51996,8400,13.99
24,63000,17600,8.94
23,52000,8400,6.17
23,46500,8400,16.89
22,63000,10000,8.94
24,63000,20000,19.13
26,49000,8400,18.25
25,55000,8400,13.72
22,55000,8400,7.88
25,63000,3000,13.47
26,55000,8400,8.94
26,63000,3500,7.68
23,56000,8400,10.99
24,63000,11400,13.79
22,63000,14100,8.0
24,63000,15000,13.47
25,60000,8400,13.99
23,60000,8400,7.49
26,63000,24000,11.46
25,60000,8400,7.29
24,57000,6500,13.04
25,63000,25000,13.87
24,60000,8400,6.17
26,63000,3800,12.04
26,63096,4200,5.99
22,62000,8400,13.47
22,63132,10000,6.03
23,63150,12000,9.91
22,62004,8400,15.62
26,63180,5825,13.43
23,63189,8000,10.74
25,63200,27250,8.9
23,63200,4800,12.53
26,65004,8400,7.51
23,61000,8400,14.84
24,68000,8400,7.88
26,68926,8400,17.27
25,63300,17600,12.53
22,63400,10500,9.99
26,63400,20000,9.62
22,73500,8400,6.54
24,75000,8400,12.69
25,78600,8400,13.48
24,100000,8400,13.06
23,100300,8400,14.84
26,140000,8400,12.53
26,18000,8500,14.27
25,18000,8500,10.28
26,19200,8500,9.99
23,63600,2475,5.79
22,63600,4000,6.76
24,57655,9925,15.58
25,63720,12500,7.51
22,63800,25000,11.36
22,42000,8550,11.99
26,36000,8550,10.25
23,66000,8550,7.88
26,63834,17000,11.12
25,32000,8575,15.62
22,63996,4000,5.42
24,63996,6000,10.75
22,63996,3250,7.88
25,55000,8575,14.65
24,63996,14400,9.63
26,64000,5000,6.62
26,30500,8600,14.96
22,40000,8600,7.66
26,64000,12000,11.71
24,64000,12000,16.77
25,95000,8600,8.59
22,64000,6625,6.62
23,60626,8625,7.9
22,69000,8650,11.49
25,42000,8675,15.99
23,28000,8700,6.03
23,64000,2100,6.03
24,64000,5200,7.9
25,64000,9000,5.99
22,64000,6000,10.99
23,64000,8000,10.99
22,64000,15000,17.49
22,64000,9600,8.49
24,29004,8725,12.18
24,64000,4000,10.0
23,64000,5550,7.29
21,64000,10000,7.66
25,150000,8750,7.74
24,64000,13225,10.37
25,64000,5000,7.29
24,64000,1200,10.74
22,64000,7000,10.38
26,64000,15000,10.38
22,46104,8775,7.29
22,64000,15000,13.23
22,64000,14000,13.23
23,18500,9000,11.34
23,64000,5500,7.14
21,20000,9000,7.51
22,21600,9000,9.83
25,25000,9000,11.49
22,64000,25000,11.83
24,64000,12000,8.59
24,25000,9000,11.48
22,25600,9000,8.9
22,25920,9000,10.59
22,26000,9000,12.73
26,64000,8000,14.96
24,26400,9000,11.49
24,64000,4800,12.21
22,64000,2000,9.32
21,26785,9000,7.9
26,58000,25000,13.55
23,58000,7200,11.97
23,26976,9000,7.51
23,27600,9000,13.98
22,28800,9000,10.99
22,30000,9000,13.49
25,30000,9000,17.58
21,30000,9000,12.99
26,30000,9000,5.99
26,64212,9600,14.27
22,64260,9200,13.43
26,64260,4500,8.94
22,64312,5000,14.91
23,30000,9000,14.61
24,31200,9000,10.38
23,64500,7000,10.99
24,64500,1200,14.72
25,64500,12000,13.48
23,64500,10000,12.18
21,64500,15000,11.83
21,33000,9000,12.69
22,33000,9000,11.99
25,33000,9000,5.79
25,33000,9000,7.14
21,33600,9000,11.86
24,34000,9000,11.83
24,64656,14500,10.99
24,34000,9000,13.16
26,34320,9000,6.62
23,29000,9000,11.71
25,64800,4500,10.65
21,35000,9000,8.94
26,64800,2000,11.99
23,64800,4000,13.99
23,36000,9000,9.99
24,64800,11000,5.79
23,64800,2400,13.23
24,30000,9000,15.58
26,64956,7500,13.47
26,64992,4000,9.63
26,64999,15000,10.99
26,64999,10000,13.98
22,64999,2500,14.61
26,65000,3000,18.25
26,30000,9000,15.65
23,36000,9000,10.78
23,65000,10500,6.03
21,36120,9000,10.39
25,59000,3000,16.29
24,37000,9000,7.14
26,65000,10000,6.62
22,37500,9000,9.63
24,65000,12000,12.69
23,65000,8200,6.62
25,65000,12000,7.9
23,65000,6000,10.65
23,65000,10200,7.9
24,38400,9000,7.9
22,38500,9000,10.83
23,39600,9000,11.99
24,33996,9000,16.0
26,65000,17000,9.91
24,40000,9000,11.99
22,40000,9000,10.59
24,65000,12000,9.91
23,40000,9000,7.49
23,40000,9000,12.61
23,34000,9000,17.06
24,65000,6300,11.71
22,65000,7200,8.9
25,40000,9000,12.53
26,65000,12000,7.9
23,65000,12000,7.9
24,65000,6000,6.03
23,35500,9000,15.99
24,65000,6600,10.65
24,65000,7200,17.58
25,59000,5000,6.03
26,65000,5000,7.51
21,65000,10000,6.03
23,42000,9000,8.49
24,65000,8000,12.69
21,65000,2200,12.42
23,42000,9000,7.51
23,65000,7425,6.03
21,36140,9000,8.94
26,42600,9000,14.96
25,42900,9000,6.76
24,65000,4200,15.27
26,65000,8000,17.27
26,43000,9000,13.85
22,43200,9000,14.54
23,65000,7000,7.9
23,43200,9000,6.17
24,65000,3300,7.51
26,44000,9000,10.99
25,44000,9000,7.29
25,44000,9000,8.94
25,44640,9000,10.65
23,45000,9000,10.65
25,65000,10000,12.99
22,45000,9000,7.9
23,45000,9000,5.99
21,45000,9000,8.49
22,45000,9000,14.26
22,65000,12800,5.99
23,65000,7000,8.49
26,65000,4800,13.49
22,45000,9000,11.48
26,59000,8000,15.99
26,45000,9000,10.39
22,45004,9000,14.35
26,65000,5000,5.42
25,39512,9000,15.23
23,65000,4000,11.49
24,65000,4400,16.89
23,65000,16500,7.49
23,65000,3600,7.49
24,45888,9000,5.79
26,46000,9000,7.14
24,46000,9000,13.22
23,46200,9000,9.99
24,46704,9000,11.49
25,47000,9000,7.51
22,47840,9000,12.53
23,65000,18000,9.99
22,48000,9000,7.88
22,65000,7000,11.49
26,65000,20500,6.99
26,48000,9000,8.94
25,48000,9000,13.79
22,49500,9000,14.35
24,65000,9600,11.99
25,50000,9000,12.69
25,65000,12000,7.49
24,65000,6000,10.99
26,65000,8000,6.99
20,65000,4800,9.99
23,50000,9000,12.18
26,50004,9000,6.17
26,50200,9000,7.66
26,50760,9000,8.94
24,65000,14000,8.49
25,65000,1200,10.99
24,65000,8000,10.99
23,51000,9000,10.99
24,51000,9000,5.79
22,51000,9000,15.33
23,65000,8500,15.23
26,51400,9000,13.61
23,65000,7000,6.99
26,65000,12000,10.99
26,51840,9000,8.0
23,52000,9000,12.69
24,65000,8000,5.99
22,52000,9000,10.65
22,65000,8000,6.99
26,65000,14400,9.99
23,65000,5400,8.9
23,65000,10000,7.49
23,65000,13600,15.62
21,52000,9000,11.83
22,52000,9000,14.11
24,65000,1525,5.42
24,52800,9000,7.9
24,52800,9000,7.49
23,53000,9000,12.09
23,53664,9000,12.21
23,65000,7000,8.49
24,65000,6000,6.99
22,54000,9000,15.96
26,65000,4000,5.42
24,65000,10000,11.99
26,65000,11500,7.49
25,48000,9000,15.05
24,65000,2000,5.42
22,59000,4900,15.62
25,55000,9000,10.99
25,55000,9000,11.11
21,59000,5000,9.99
24,65000,5500,5.79
26,65000,10000,7.29
24,65000,10000,5.79
24,55000,9000,14.72
23,65000,10800,10.0
26,45000,9050,7.29
26,38400,9100,15.37
23,43200,9100,13.24
22,57500,9100,11.49
25,65000,5000,7.29
22,30000,9150,10.59
24,65000,9000,7.29
24,65000,10000,7.66
22,65000,10000,11.11
26,29000,9200,7.49
21,30000,9200,6.62
24,65000,6000,5.42
21,43000,9200,8.94
23,65000,9600,14.17
22,50000,9200,6.92
23,50000,9200,15.68
23,65000,13750,9.62
24,65000,20000,14.09
23,65000,7300,9.99
22,62000,9200,12.98
23,66000,9200,11.86
24,77385,9200,6.03
22,65000,3000,10.36
25,59000,3600,12.98
21,59000,25000,9.99
25,82000,9200,6.03
22,63000,9225,5.99
24,65000,12000,6.17
21,13000,9250,12.53
25,65000,12000,12.61
23,24000,9250,6.54
22,24000,9250,8.94
25,24996,9250,8.59
25,25000,9250,10.75
25,25716,9250,6.54
21,65000,5000,5.79
22,65000,10000,13.35
24,65000,2000,9.62
23,65000,9000,7.88
22,27120,9250,13.11
21,65000,8400,11.86
24,65000,3500,6.76
23,65000,6250,6.76
24,27456,9250,12.87
23,65000,10000,13.98
25,65000,10000,10.75
25,65000,7000,14.72
25,65000,15000,11.12
23,28800,9250,14.35
24,65000,7000,13.61
24,28800,9250,13.57
22,65000,13000,10.38
22,65000,13000,14.35
22,31000,9250,14.11
22,32400,9250,14.46
23,36707,9250,16.32
24,65000,11000,11.49
21,39000,9250,9.91
23,65000,14400,7.51
23,65000,5500,7.88
23,40000,9250,16.07
26,65000,10950,7.88
22,65000,3800,11.12
26,65000,22000,17.19
25,65000,15000,11.86
25,65000,8700,7.88
22,65000,10000,7.88
23,70522,9325,10.91
23,65000,7000,7.14
22,50000,9350,7.49
24,65000,8000,7.51
22,30000,9375,11.71
22,65000,8100,13.11
25,59000,20000,11.36
26,59000,20000,13.48
24,65000,2500,6.39
26,45500,9400,9.91
23,44000,9400,16.32
24,65000,6000,11.36
24,65000,3000,12.73
23,50400,9400,9.99
22,45000,9425,13.49
23,65000,4400,11.36
24,25000,9450,6.62
23,65000,8000,7.14
21,26000,9450,16.77
24,65000,8500,7.51
24,33600,9450,7.66
24,65000,14000,15.31
26,34200,9450,15.62
25,19200,9500,7.88
26,65000,7000,13.92
22,65000,3000,13.92
21,20000,9500,8.9
23,65000,6000,11.48
23,65000,7500,8.59
24,23040,9500,19.04
22,27000,9500,15.33
24,28000,9500,5.99
26,28000,9500,8.94
24,30000,9500,13.92
22,32000,9500,13.57
23,65000,20000,12.18
24,37157,9500,10.99
24,65000,10000,8.59
24,59000,12000,17.74
22,65000,17000,8.94
23,41000,9500,7.88
23,44064,9500,11.26
25,46500,9500,6.76
23,40574,9500,14.74
26,47000,9500,12.87
25,65000,15000,11.48
22,65000,5000,15.37
24,48602,9500,12.73
24,59000,6800,12.53
22,65000,1500,9.32
22,50000,9500,6.99
24,52500,9500,14.79
23,54000,9500,14.65
26,54011,9500,16.29
24,55000,9500,9.63
23,65000,15000,10.95
25,65000,7500,13.47
22,56400,9500,8.9
22,59000,19750,14.11
25,57000,9500,6.17
25,57000,9500,12.53
25,65000,2000,7.37
22,65000,9000,9.63
25,61000,9500,7.51
25,68000,9500,7.14
26,65000,5000,11.89
23,65000,17600,12.72
24,58650,9500,16.49
22,69000,9500,15.33
26,65000,6000,9.07
24,70446,9550,7.49
22,65000,7500,10.08
23,65000,5125,10.71
25,65000,7000,11.66
22,43000,9575,6.62
22,21600,9600,7.49
23,22000,9600,13.16
25,24000,9600,11.71
21,24000,9600,14.27
23,65000,15000,14.5
23,65000,4000,7.75
23,65000,12800,8.38
23,65000,5000,7.43
22,65004,12500,6.03
22,65004,5500,6.03
24,65004,3600,13.49
21,28800,9600,10.37
22,65004,4000,10.99
21,65004,5000,9.99
26,33996,9600,9.88
25,65004,4500,6.92
22,65004,6500,9.25
26,65004,20000,10.36
25,34000,9600,7.88
23,34560,9600,16.02
22,34800,9600,19.16
25,35000,9600,9.91
23,65004,15000,7.88
22,35000,9600,11.99
23,35400,9600,11.89
21,65004,1500,7.88
24,30000,9600,14.91
22,65004,13000,13.23
26,36996,9600,11.97
25,31000,9600,16.77
23,65004,7000,12.87
21,37740,9600,13.11
26,65004,5000,11.58
23,31800,9600,13.48
25,65004,5000,13.47
24,40000,9600,14.65
26,40000,9600,14.27
25,34000,9600,14.54
23,65100,9000,14.79
24,65158,18000,10.25
22,40000,9600,14.72
22,65200,4000,7.14
24,65200,3000,11.26
23,65280,18000,10.99
22,65338,6500,11.71
23,65400,20000,15.05
22,36000,9600,17.27
22,65416,8000,6.92
25,65454,8400,11.99
21,65496,13250,10.37
22,42500,9600,11.22
25,37200,9600,5.99
22,39000,9600,16.77
22,45000,9600,12.73
24,65544,5000,10.74
21,65592,3600,15.99
23,45000,9600,10.25
21,45000,9600,12.18
25,59600,6000,16.45
26,59600,21000,16.45
25,65600,10000,11.78
25,65707,2000,14.59
22,46000,9600,10.99
23,65748,8800,9.63
22,65856,16800,13.92
26,48000,9600,12.73
24,50000,9600,7.51
24,59964,1275,10.99
23,50000,9600,14.26
24,66000,15000,18.25
24,45000,9600,15.31
26,66000,18000,13.49
26,60000,5000,7.9
26,53000,9600,11.71
22,53000,9600,7.66
23,66000,15000,6.03
22,54000,9600,7.9
22,66000,6000,7.51
22,66000,5000,7.9
22,66000,7500,17.58
25,60000,8000,14.27
23,66000,6000,6.62
25,49000,9600,7.51
22,55000,9600,8.9
23,55000,9600,7.49
26,55000,9600,7.66
25,66000,15000,7.49
22,66000,15000,14.79
26,58000,9600,13.99
23,60000,9600,14.65
22,60000,9600,7.9
25,60000,9600,7.9
26,66000,4000,11.99
23,66000,8750,9.99
23,54000,9600,20.62
25,54000,9600,15.62
25,66000,6600,11.49
22,66000,10000,11.49
26,66000,15500,7.49
24,66000,11200,13.99
21,66000,4500,7.49
25,63000,9600,14.46
23,66000,2700,10.74
22,66000,12000,5.79
22,65000,9600,12.99
26,59000,9600,7.49
23,66000,10000,9.63
22,65000,9600,11.97
26,66000,7000,9.63
24,65450,9600,8.49
24,66000,9600,11.26
21,66000,18000,6.91
22,68004,9600,7.51
24,66000,15000,6.54
24,69996,9600,11.71
26,64000,9600,11.97
22,66000,2700,6.76
23,70560,9600,7.9
25,66000,15000,14.35
22,66000,8500,7.51
23,66000,6000,7.88
23,66000,7800,7.88
25,71000,9600,5.79
22,72576,9600,7.29
24,73000,9600,13.92
25,75000,9600,12.69
26,75000,9600,10.0
24,66000,13000,10.25
23,66000,5000,9.88
21,66000,7000,7.88
22,66000,20000,10.25
26,60000,15000,14.59
23,60000,5600,14.22
23,80000,9600,7.88
26,66000,15000,9.88
23,66000,13200,11.14
25,80000,9600,12.21
22,66000,17500,11.48
22,81960,9600,7.29
25,83000,9600,10.99
24,77964,9600,14.42
23,85000,9600,10.99
26,60000,10000,12.21
25,66000,18500,12.21
22,73000,9600,8.94
24,85392,9600,7.29
23,88000,9600,5.79
22,66000,15000,11.72
25,66000,5875,10.91
26,90000,9600,13.85
25,66125,4000,12.53
25,78000,9600,14.11
24,94000,9600,12.99
24,94837,9600,11.99
22,66250,8700,6.92
25,66252,5000,12.53
26,66384,10000,7.88
22,66396,15000,13.48
23,97500,9600,10.37
25,66420,4000,12.18
23,66480,4000,8.32
25,66500,5000,9.63
26,120640,9600,14.22
21,28000,9700,11.34
24,66500,8800,8.59
24,66500,1400,12.53
21,70000,9700,12.53
26,66504,12000,12.53
24,60516,18000,11.26
24,66600,7200,10.65
23,66661,1500,11.49
26,66800,2500,11.49
26,66912,12000,5.42
23,66912,16000,12.73
25,30000,9950,8.49
26,66948,20000,10.95
22,66996,6000,10.37
24,66996,10000,9.62
24,18000,10000,7.29
22,66996,7000,14.72
21,19200,10000,10.99
23,66996,7000,7.88
23,66996,10000,9.32
24,66996,1000,9.32
22,20000,10000,7.49
22,20008,10000,10.95
21,21000,10000,11.71
24,67000,16000,12.69
22,21000,10000,13.72
22,21000,10000,12.73
22,67000,7500,16.29
25,67000,3000,7.9
26,67000,29000,7.51
23,67000,2500,11.71
26,67000,10400,8.9
23,21000,10000,13.16
23,21000,10000,12.21
26,22000,10000,9.63
26,22000,10000,14.59
24,67000,10400,5.99
22,67000,12000,11.99
23,67000,5600,7.49
22,23000,10000,9.88
24,67000,4000,7.49
25,23387,10000,7.51
26,23624,10000,9.88
24,23700,10000,9.32
25,24000,10000,9.91
24,24000,10000,10.38
24,67000,12150,10.37
23,67000,9250,5.79
22,67000,8800,7.51
22,67000,4000,6.76
23,67000,3250,6.76
24,24000,10000,10.99
22,67000,12000,8.59
24,24000,10000,8.7
21,67000,25000,15.65
23,24960,10000,9.64
22,24996,10000,8.94
23,67000,6000,9.32
26,67000,10000,12.21
23,67000,16000,16.32
23,61000,18000,12.09
25,67000,7000,8.63
24,25000,10000,11.36
23,25000,10000,11.83
24,61100,25000,17.49
22,67145,10000,10.62
22,25000,10000,8.59
25,25000,10000,14.11
23,67200,16000,6.03
23,67200,5525,6.99
22,67200,5000,9.99
25,67200,5000,13.8
23,25920,10000,15.58
25,67200,3250,11.49
22,26000,10000,10.65
26,67260,6500,7.14
24,26000,10000,10.99
23,52102,3500,10.75
22,67320,3900,14.35
24,26000,10000,16.63
22,67350,9600,14.96
24,67430,12000,12.87
22,67440,5500,10.25
22,26400,10000,13.49
24,61499,19600,15.65
22,26400,10000,7.49
24,67500,14400,11.71
22,26400,10000,16.02
24,26400,10000,6.54
24,67500,3000,7.88
22,26400,10000,9.88
23,27000,10000,10.65
24,27000,10000,12.73
22,27048,10000,12.61
22,27376,10000,10.28
22,28000,10000,5.42
24,28000,10000,6.91
25,67675,3000,14.35
21,28600,10000,11.34
25,29000,10000,7.49
22,29000,10000,7.29
22,67775,9600,14.79
24,29000,10000,10.74
21,29000,10000,10.0
22,67807,6400,7.14
23,61836,1700,16.77
26,67900,2400,8.49
26,29406,10000,11.71
24,67992,12000,10.75
23,68000,12000,7.51
25,68000,6500,16.29
23,30000,10000,15.27
22,68000,20000,16.77
22,68000,16000,7.9
23,30000,10000,13.99
21,30000,10000,11.99
24,30000,10000,19.29
23,30000,10000,7.49
26,30000,10000,6.99
22,68000,9000,15.27
23,52700,8000,16.29
25,68000,6000,12.42
23,68000,10000,9.91
21,52700,26400,16.49
22,68000,11000,6.99
23,68000,11500,9.99
22,30000,10000,10.37
24,30000,10000,5.79
24,68000,8000,7.49
25,30000,10000,7.51
22,68000,6500,5.99
22,30000,10000,11.86
22,68000,10000,7.49
25,68000,6500,12.99
22,30000,10000,14.35
22,30000,10000,13.98
26,68000,10000,8.49
22,68000,10000,10.74
26,68000,10000,5.79
25,30000,10000,7.51
23,68000,9750,10.37
23,30000,10000,11.48
23,30000,10000,12.18
23,68000,10000,10.37
21,30000,10000,11.14
22,30000,10000,11.14
23,68000,12000,5.42
23,30000,10000,11.14
24,30000,10000,14.61
26,68000,3600,6.54
22,68000,13000,7.88
22,30000,10000,9.63
24,68000,6000,7.88
22,30000,10000,12.53
22,68000,3500,6.39
24,30000,10000,11.66
24,30000,10000,8.38
23,30680,10000,10.37
26,30720,10000,11.49
25,30720,10000,10.37
22,68000,14800,9.88
26,30720,10000,7.88
22,31000,10000,8.9
26,68000,24250,12.18
24,68000,3600,7.74
24,31000,10000,14.65
26,68000,21000,13.92
22,31000,10000,19.42
23,31000,10000,7.51
25,62000,20000,17.04
25,31200,10000,9.91
24,68000,5500,15.68
23,68000,1000,8.0
22,31200,10000,12.73
23,68000,21000,12.84
26,52700,7500,13.8
23,62000,9000,11.03
24,68004,4200,5.42
26,32000,10000,6.99
24,68004,4000,6.39
26,52703,4000,11.89
21,68004,16000,11.26
23,32000,10000,7.29
23,32000,10000,13.11
22,32000,10000,16.07
22,32000,10000,13.22
23,32004,10000,13.79
22,32376,10000,13.61
21,32400,10000,11.48
26,68399,10500,6.91
25,62400,4000,18.39
23,32580,10000,11.14
22,32647,10000,11.48
24,68400,6000,6.54
25,33000,10000,7.51
26,33000,10000,11.71
23,33000,10000,14.65
23,33000,10000,11.99
23,33000,10000,5.42
26,33200,10000,11.49
21,33276,10000,11.83
23,33280,10000,7.51
26,68500,9000,7.88
22,33280,10000,12.53
23,62500,10000,15.7
25,33500,10000,10.25
26,68500,6500,11.14
23,68500,4200,11.66
24,33500,10000,13.16
24,33600,10000,9.88
22,33600,10000,10.25
25,33600,10000,11.03
22,62654,6000,14.74
22,68670,20000,6.91
25,33996,10000,12.53
21,34000,10000,9.91
21,34000,10000,13.61
22,34500,10000,13.79
24,68900,19500,11.83
25,53467,25000,15.7
26,34995,10000,7.88
21,69000,13250,6.62
26,63000,12000,15.27
25,69000,25000,6.99
22,69000,15000,8.49
23,35000,10000,7.29
21,35000,10000,7.66
23,35000,10000,5.79
23,29000,10000,17.93
24,35000,10000,13.48
22,69000,6500,5.99
23,69000,9000,5.99
25,69000,9600,7.49
26,69000,15000,7.49
23,69000,8325,13.49
26,69000,5000,14.17
24,69000,3000,11.11
24,35000,10000,12.73
23,35000,10000,13.22
24,35004,10000,12.84
25,69000,20000,10.75
24,69000,7200,7.88
26,69000,6000,7.14
25,35364,10000,9.32
24,69000,11000,10.62
26,69000,16000,15.7
25,69000,6000,7.88
26,69000,18000,14.22
24,69000,5200,17.19
25,69000,15900,13.22
22,69000,1000,7.4
23,69000,15000,11.58
22,69000,15000,14.42
25,36000,10000,12.42
23,69000,8000,10.95
22,69000,7800,12.41
23,69000,19000,9.51
22,69077,10000,7.51
23,36000,10000,9.99
24,36000,10000,5.99
22,36000,10000,13.49
25,36000,10000,7.49
23,69500,16800,7.51
22,69500,6000,13.48
25,36000,10000,11.11
22,36000,10000,14.72
24,69504,10000,7.66
24,63508,2500,11.14
25,69570,1500,7.74
24,63582,14000,13.85
23,69600,1925,9.91
21,36000,10000,10.62
22,36000,10000,13.48
25,69600,7000,11.49
23,69600,1200,6.99
21,36000,10000,13.22
26,69600,5000,11.66
21,36000,10000,11.48
22,36000,10000,11.14
23,69743,1000,14.11
23,30000,10000,15.31
23,36000,10000,8.59
23,30000,10000,16.0
22,69867,13000,11.14
25,69900,5050,5.42
26,69912,8000,6.99
23,69935,7200,7.49
22,69950,9750,14.65
24,36000,10000,11.46
22,36396,10000,5.42
22,30400,10000,12.8
22,30712,10000,15.65
26,69996,14000,13.49
22,36996,10000,7.51
22,69996,10000,10.0
23,37000,10000,13.23
23,69996,12000,11.11
22,37000,10000,8.59
23,69996,3000,6.39
22,37200,10000,6.92
24,37200,10000,12.92
25,37500,10000,15.96
26,37500,10000,14.91
26,37500,10000,8.94
23,31800,10000,15.33
24,69996,3000,6.39
22,38000,10000,13.49
25,69996,25000,10.62
25,32000,10000,12.99
23,38000,10000,10.99
22,69996,8000,12.84
25,38000,10000,7.49
23,69996,4000,8.0
26,38000,10000,7.66
23,38000,10000,7.51
23,69996,15000,13.47
22,69996,15000,12.21
24,69996,5000,10.2
21,38000,10000,12.18
23,70000,10000,6.62
26,70000,20000,14.27
22,38004,10000,10.74
22,38004,10000,10.37
22,38004,10000,10.75
26,38004,10000,13.48
25,32200,10000,16.77
24,38244,10000,7.88
23,70000,24000,8.9
23,32400,10000,8.49
21,38400,10000,7.66
24,38400,10000,10.38
24,64000,16000,14.65
21,32400,10000,13.23
22,70000,8000,13.49
23,70000,3500,6.03
22,70000,6000,6.03
23,70000,2000,13.49
26,38832,10000,10.37
22,33000,10000,12.42
25,70000,11300,14.65
25,33000,10000,15.96
24,64000,6100,18.64
25,70000,1000,12.69
25,70000,15600,11.71
24,70000,7750,6.62
26,64000,9000,18.64
22,70000,5000,6.03
26,70000,35000,7.9
25,39500,10000,5.99
22,39580,10000,9.99
22,39600,10000,11.71
22,33948,10000,8.32
26,70000,10000,12.42
25,39996,10000,10.99
24,64000,4000,20.89
21,39996,10000,8.59
22,70000,2000,7.9
24,70000,10000,13.49
21,40000,10000,11.71
24,70000,17000,7.51
22,64000,14400,11.71
22,40000,10000,14.27
24,70000,5000,6.03
21,70000,7000,6.03
23,70000,13000,5.42
24,34000,10000,12.69
23,40000,10000,7.9
25,34000,10000,6.62
24,70000,7000,9.99
26,40000,10000,16.89
23,54400,12000,15.62
24,40000,10000,11.99
24,64000,14500,5.42
25,70000,14000,5.42
25,70000,4800,6.99
24,40000,10000,8.49
22,70000,9750,8.49
22,34000,10000,15.28
23,70000,15000,8.49
22,40000,10000,10.37
24,40000,10000,5.79
25,40000,10000,10.0
23,34000,10000,10.36
23,40000,10000,10.75
24,70000,6000,15.23
25,70000,8000,6.99
24,40000,10000,7.88
26,70000,4000,8.49
22,70000,4500,5.42
22,40000,10000,7.14
21,40000,10000,7.51
26,34000,10000,13.11
22,70000,8000,7.49
25,40000,10000,13.48
23,40000,10000,13.22
25,40000,10000,12.18
22,70000,6000,5.42
22,40000,10000,12.21
23,70000,25000,10.59
23,70000,10000,14.79
22,70000,2000,11.49
22,70000,6000,11.49
26,40000,10000,9.63
23,40000,10000,12.84
25,70000,4000,7.42
25,34000,10000,13.79
22,70000,8400,6.99
22,40000,10000,8.0
25,70000,10000,5.42
24,70000,21000,11.99
24,41000,10000,6.99
24,41004,10000,11.14
25,70000,20000,10.59
24,70000,1600,10.99
23,70000,3600,10.59
22,36000,10000,15.27
22,42000,10000,12.42
22,42000,10000,13.49
25,42000,10000,14.27
25,42000,10000,12.99
22,70000,10000,7.29
23,42000,10000,5.42
22,70000,2000,10.74
